PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,SEASON,SEASON_TYPE
1629632,"Coby White",1610612741,CHI,19,32,12,20,0.375,765.008,128,357,0.359,59,174,0.339,40,50,0.8,9,103,112,75,45,23,3,29,40,47,355,-82,634.9,0,0,2019-20,"Regular Season"
1629633,"Jarrett Culver",1610612750,MIN,20,29,11,18,0.379,636.947,89,247,0.36,23,98,0.235,24,56,0.429,30,61,91,57,33,25,16,21,55,42,225,-84,509.7,0,0,2019-20,"Regular Season"
1629634,"Brandon Clarke",1610612763,MEM,23,26,11,15,0.423,554.157,143,221,0.647,15,32,0.469,30,40,0.75,37,111,148,32,27,11,21,9,44,29,331,-81,625.6,1,0,2019-20,"Regular Season"
1629635,"Sekou Doumbouya",1610612765,DET,19,6,2,4,0.333,22.12,4,11,0.364,0,3,0,1,3,0.333,0,4,4,0,1,1,0,1,3,2,9,9,15.8,0,0,2019-20,"Regular Season"
1629636,"Darius Garland",1610612739,CLE,19,31,9,22,0.29,873.312,130,335,0.388,54,147,0.367,29,33,0.879,13,50,63,90,78,20,0,21,43,44,343,-210,535.6,0,0,2019-20,"Regular Season"
1629637,"Jaxson Hayes",1610612740,NOP,19,29,9,20,0.31,600.973,93,148,0.628,1,4,0.25,59,92,0.641,55,80,135,25,26,19,33,10,90,72,246,17,575.5,1,0,2019-20,"Regular Season"
1629638,"Nickeil Alexander-Walker",1610612740,NOP,21,26,8,18,0.308,337.013,53,160,0.331,28,84,0.333,11,16,0.688,4,50,54,46,26,9,4,12,30,24,145,-38,291.8,0,0,2019-20,"Regular Season"
1629639,"Tyler Herro",1610612748,MIA,19,30,22,8,0.733,859.988,151,358,0.422,61,159,0.384,53,61,0.869,9,119,128,66,57,21,3,13,39,53,416,35,683.6,0,0,2019-20,"Regular Season"
1629640,"Keldon Johnson",1610612759,SAS,20,1,0,1,0,2.31667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20,"Regular Season"
1629641,"Romeo Langford",1610612738,BOS,20,6,6,0,1,82.1967,7,16,0.438,2,7,0.286,3,4,0.75,4,3,7,1,2,3,2,1,6,2,19,47,41.9,0,0,2019-20,"Regular Season"
1629642,"Nassir Little",1610612757,POR,19,21,9,12,0.429,298.232,32,79,0.405,5,30,0.167,16,24,0.667,21,46,67,12,9,8,7,8,38,19,85,-23,219.4,1,0,2019-20,"Regular Season"
1629644,"KZ Okpala",1610612748,MIA,20,3,2,1,0.667,3.46333,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-7,0.2,0,0,2019-20,"Regular Season"
1629645,"Kevin Porter Jr.",1610612739,CLE,19,30,9,21,0.3,640.372,95,212,0.448,26,80,0.325,35,45,0.778,10,85,95,59,50,27,5,17,76,37,251,-190,499.5,0,0,2019-20,"Regular Season"
1629647,"Darius Bazley",1610612760,OKC,19,31,16,15,0.516,523.88,42,122,0.344,18,64,0.281,13,20,0.65,11,104,115,17,27,12,19,14,34,15,115,-40,344.5,0,0,2019-20,"Regular Season"
1629648,"Jordan Bone",1610612765,DET,22,3,1,2,0.333,6.21667,2,5,0.4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,-1,2,0,0,2019-20,"Regular Season"
1629649,"Ignas Brazdeikis",1610612752,NYK,20,8,1,7,0.125,48.2667,5,20,0.25,1,8,0.125,3,4,0.75,2,3,5,2,2,0,1,0,3,2,14,-11,24,0,0,2019-20,"Regular Season"
1629650,"Moses Brown",1610612757,POR,20,4,3,1,0.75,15.1517,3,7,0.429,0,0,0,2,4,0.5,2,7,9,0,1,1,0,0,4,2,8,-14,20.8,0,0,2019-20,"Regular Season"
1629651,"Nicolas Claxton",1610612751,BKN,20,9,4,5,0.444,118.733,11,21,0.524,0,5,0,5,12,0.417,8,14,22,11,6,1,5,1,10,12,27,-31,81.9,0,0,2019-20,"Regular Season"
1629652,"Luguentz Dort",1610612760,OKC,20,6,4,2,0.667,98.23,7,19,0.368,1,11,0.091,5,9,0.556,1,8,9,3,2,2,0,1,15,9,20,3,39.3,0,0,2019-20,"Regular Season"
1629655,"Daniel Gafford",1610612741,CHI,21,22,9,13,0.409,239.665,40,55,0.727,0,0,0,13,25,0.52,18,20,38,6,5,1,26,2,38,21,93,-23,223.6,0,0,2019-20,"Regular Season"
1629658,"Jaylen Hoard",1610612757,POR,20,5,4,1,0.8,17.9183,3,6,0.5,0,0,0,1,2,0.5,3,4,7,2,0,1,0,0,1,1,7,-8,21.4,0,0,2019-20,"Regular Season"
1629659,"Talen Horton-Tucker",1610612747,LAL,19,2,1,1,0.5,5.31667,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,-7,6,0,0,2019-20,"Regular Season"
1629660,"Ty Jerome",1610612756,PHX,22,10,3,7,0.3,133.867,16,49,0.327,6,20,0.3,4,5,0.8,3,14,17,22,9,11,0,6,13,5,42,-69,119.4,0,0,2019-20,"Regular Season"
1629661,"Cameron Johnson",1610612756,PHX,23,28,10,18,0.357,599.095,87,203,0.429,57,141,0.404,23,29,0.793,28,64,92,30,18,16,8,8,45,27,254,-52,463.4,0,0,2019-20,"Regular Season"
1629662,"Mfiondu Kabengele",1610612746,LAC,22,10,8,2,0.8,44.3167,10,22,0.455,6,12,0.5,3,3,1,1,7,8,1,1,1,1,4,6,3,29,-1,45.1,0,0,2019-20,"Regular Season"
1629663,"Louis King",1610612765,DET,20,1,1,0,1,3.71667,1,3,0.333,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,6.2,0,0,2019-20,"Regular Season"
1629667,"Jalen McDaniels",1610612766,CHA,21,2,0,2,0,6.51667,2,5,0.4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4,0,5.2,0,0,2019-20,"Regular Season"
1629668,"Zach Norvell Jr.",1610612747,LAL,22,2,2,0,1,4.85,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-4,1.2,0,0,2019-20,"Regular Season"
1629669,"Jaylen Nowell",1610612750,MIN,20,5,0,5,0,59.2867,7,16,0.438,0,9,0,5,5,1,0,2,2,5,1,0,0,0,2,3,19,-1,27.9,0,0,2019-20,"Regular Season"
1629671,"Miye Oni",1610612762,UTA,22,3,2,1,0.667,8.36667,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-12,0.2,0,0,2019-20,"Regular Season"
1629672,"Eric Paschall",1610612744,GSW,23,29,8,21,0.276,818.718,158,321,0.492,20,65,0.308,89,113,0.788,42,94,136,49,43,12,10,30,57,87,425,-150,684.7,2,0,2019-20,"Regular Season"
1629673,"Jordan Poole",1610612744,GSW,20,29,7,22,0.241,630.513,63,248,0.254,32,132,0.242,47,56,0.839,4,53,57,53,31,17,7,19,48,48,205,-131,393.9,0,0,2019-20,"Regular Season"
1629675,"Naz Reid",1610612750,MIN,20,2,0,2,0,4,1,2,0.5,1,2,0.5,0,0,0,0,1,1,0,0,0,0,0,1,0,3,4,4.2,0,0,2019-20,"Regular Season"
1629678,"Admiral Schofield",1610612764,WAS,22,17,4,13,0.235,219.903,21,53,0.396,11,34,0.324,8,10,0.8,4,21,25,12,6,7,3,3,32,13,61,-3,133,0,0,2019-20,"Regular Season"
1629680,"Matisse Thybulle",1610612755,PHI,22,30,21,9,0.7,528.527,49,112,0.438,31,67,0.463,16,24,0.667,8,24,32,37,28,43,22,7,62,26,145,7,405.9,0,0,2019-20,"Regular Season"
1629682,"Tremont Waters",1610612738,BOS,21,3,3,0,1,27.6167,5,12,0.417,2,7,0.286,2,2,1,0,2,2,3,4,1,2,0,3,1,14,4,25.9,0,0,2019-20,"Regular Season"
1629684,"Grant Williams",1610612738,BOS,21,27,22,5,0.815,415.498,32,87,0.368,5,37,0.135,19,23,0.826,20,41,61,25,20,10,15,8,59,23,88,115,253.7,0,0,2019-20,"Regular Season"
1629713,"Justin James",1610612758,SAC,22,14,5,9,0.357,166.778,23,55,0.418,6,19,0.316,2,9,0.222,3,20,23,11,7,4,7,3,12,11,54,-13,124.1,0,0,2019-20,"Regular Season"
1629714,"Jarrell Brantley",1610612762,UTA,23,2,0,2,0,8.5,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,2,0,1,0,0,1,11.3,0,0,2019-20,"Regular Season"
1629718,"Charles Brown Jr.",1610612737,ATL,22,4,0,4,0,16.3083,1,3,0.333,1,1,1,4,4,1,2,1,3,0,0,0,1,0,0,3,7,10,13.6,0,0,2019-20,"Regular Season"
1629723,"John Konchar",1610612763,MEM,23,1,0,1,0,6.78333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,2019-20,"Regular Season"
1629726,"Garrison Mathews",1610612764,WAS,23,9,3,6,0.333,92.1267,8,19,0.421,7,18,0.389,7,8,0.875,4,10,14,6,5,2,1,1,11,10,30,17,59.8,0,0,2019-20,"Regular Season"
1629731,"Dean Wade",1610612739,CLE,23,3,0,3,0,18.3167,1,2,0.5,1,1,1,0,0,0,0,2,2,0,0,1,0,0,3,1,3,3,8.4,0,0,2019-20,"Regular Season"
1629735,"Chris Silva",1610612748,MIA,23,25,18,7,0.72,237.41,34,51,0.667,0,2,0,28,40,0.7,44,45,89,15,28,6,15,7,62,37,96,6,260.3,0,0,2019-20,"Regular Season"
1629738,"Vincent Poirier",1610612738,BOS,26,9,9,0,1,43.6,7,14,0.5,0,0,0,1,2,0.5,8,7,15,3,3,2,2,2,10,4,15,-1,46.5,0,0,2019-20,"Regular Season"
1629740,"Nicolo Melli",1610612740,NOP,28,25,7,18,0.28,366.227,42,105,0.4,22,72,0.306,21,28,0.75,14,47,61,26,18,14,5,0,45,33,127,-86,278.2,0,0,2019-20,"Regular Season"
1629741,"Marko Guduric",1610612763,MEM,24,26,9,17,0.346,381.732,47,126,0.373,18,64,0.281,15,17,0.882,12,41,53,36,28,9,6,10,25,25,127,-78,261.6,0,0,2019-20,"Regular Season"
1629742,"Stanton Kidd",1610612762,UTA,27,4,3,1,0.75,15.2833,0,3,0,0,1,0,0,0,0,0,3,3,1,2,0,0,2,3,0,0,-1,3.1,0,0,2019-20,"Regular Season"
1629744,"Matt Thomas",1610612761,TOR,25,12,9,3,0.75,135.745,20,37,0.541,14,26,0.538,3,5,0.6,1,12,13,4,4,4,0,2,12,4,57,29,86.6,0,0,2019-20,"Regular Season"
1629750,"Javonte Green",1610612738,BOS,26,23,18,5,0.783,181.603,29,51,0.569,3,13,0.231,4,7,0.571,6,24,30,7,8,4,4,0,19,8,65,-9,127.5,0,0,2019-20,"Regular Season"
1629752,"Juwan Morgan",1610612762,UTA,22,3,1,2,0.333,8.51667,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,4,1.4,0,0,2019-20,"Regular Season"
1713,"Vince Carter",1610612737,ATL,42,26,5,21,0.192,406.617,52,147,0.354,29,97,0.299,8,13,0.615,5,43,48,26,14,8,9,3,44,13,141,-65,274.6,0,0,2019-20,"Regular Season"
200746,"LaMarcus Aldridge",1610612759,SAS,34,28,11,17,0.393,923.322,220,428,0.514,18,51,0.353,82,99,0.828,59,147,206,69,41,18,53,9,63,96,540,-136,1062.7,6,0,2019-20,"Regular Season"
200752,"Rudy Gay",1610612759,SAS,33,30,12,18,0.4,686.303,119,265,0.449,29,96,0.302,57,65,0.877,33,145,178,57,47,15,20,11,42,51,324,30,681.1,4,0,2019-20,"Regular Season"
200755,"JJ Redick",1610612740,NOP,35,30,9,21,0.3,865.207,149,333,0.447,97,212,0.458,80,91,0.879,6,83,89,58,37,11,6,12,49,77,475,-44,682.8,0,0,2019-20,"Regular Season"
200757,"Thabo Sefolosha",1610612745,HOU,35,23,17,6,0.739,226.743,16,48,0.333,8,29,0.276,0,1,0,12,36,48,15,7,9,4,3,21,2,40,-18,152.1,0,0,2019-20,"Regular Season"
200765,"Rajon Rondo",1610612747,LAL,33,19,14,5,0.737,415.112,54,135,0.4,23,58,0.397,12,17,0.706,9,60,69,109,40,23,1,9,24,25,143,31,421.3,1,0,2019-20,"Regular Season"
200768,"Kyle Lowry",1610612761,TOR,33,20,12,8,0.6,761.728,121,291,0.416,61,167,0.365,104,121,0.86,12,90,102,152,62,24,7,22,57,120,407,25,788.4,4,1,2019-20,"Regular Season"
200782,"P.J. Tucker",1610612745,HOU,34,31,21,10,0.677,1119.78,103,213,0.484,58,142,0.408,23,30,0.767,48,180,228,45,33,41,14,3,105,53,287,118,760.1,5,0,2019-20,"Regular Season"
200794,"Paul Millsap",1610612743,DEN,34,28,19,9,0.679,697.305,121,250,0.484,30,65,0.462,75,85,0.882,52,109,161,39,37,24,20,24,76,74,347,218,693.7,3,0,2019-20,"Regular Season"
200826,"J.J. Barea",1610612742,DAL,35,7,4,3,0.571,97.4033,25,56,0.446,12,22,0.545,2,2,1,2,10,12,22,5,2,1,3,5,11,64,32,115.4,0,0,2019-20,"Regular Season"
201143,"Al Horford",1610612755,PHI,33,30,19,11,0.633,918.473,158,344,0.459,42,123,0.341,27,39,0.692,50,151,201,117,34,32,31,11,70,42,385,151,956.7,3,0,2019-20,"Regular Season"
201144,"Mike Conley",1610612762,UTA,32,22,13,9,0.591,647.062,99,271,0.365,40,111,0.36,61,76,0.803,16,57,73,102,45,16,4,8,48,77,299,27,554.6,0,0,2019-20,"Regular Season"
201145,"Jeff Green",1610612762,UTA,33,30,18,12,0.6,553.25,75,195,0.385,34,104,0.327,49,63,0.778,14,67,81,20,27,12,10,10,46,47,233,-107,399.2,0,0,2019-20,"Regular Season"
201152,"Thaddeus Young",1610612741,CHI,31,31,12,19,0.387,674.76,109,275,0.396,33,103,0.32,20,34,0.588,47,90,137,58,49,32,8,25,58,37,271,-57,593.4,0,0,2019-20,"Regular Season"
201158,"Marco Belinelli",1610612759,SAS,33,28,11,17,0.393,464.595,58,163,0.356,29,84,0.345,22,30,0.733,1,47,48,35,11,7,0,2,24,31,167,36,287.1,0,0,2019-20,"Regular Season"
201162,"Jared Dudley",1610612747,LAL,34,21,15,6,0.714,177.803,11,27,0.407,10,19,0.526,2,2,1,2,16,18,14,3,8,1,2,20,4,34,-14,100.6,0,0,2019-20,"Regular Season"
201163,"Wilson Chandler",1610612751,BKN,32,5,3,2,0.6,99.7883,11,29,0.379,1,14,0.071,2,2,1,1,22,23,7,7,3,1,0,10,1,25,-34,68.1,0,0,2019-20,"Regular Season"
201188,"Marc Gasol",1610612761,TOR,34,27,19,8,0.704,761.752,63,173,0.364,31,88,0.352,21,28,0.75,23,156,179,92,33,22,30,6,85,53,178,183,653.8,3,0,2019-20,"Regular Season"
201229,"Anthony Tolliver",1610612757,POR,34,22,10,12,0.455,361.395,22,71,0.31,17,56,0.304,11,14,0.786,14,49,63,17,16,7,6,4,33,13,72,-79,196.1,0,0,2019-20,"Regular Season"
201565,"Derrick Rose",1610612765,DET,31,26,10,16,0.385,630.79,174,358,0.486,24,77,0.312,55,63,0.873,15,42,57,156,63,21,9,26,25,51,427,2,756.4,3,0,2019-20,"Regular Season"
201566,"Russell Westbrook",1610612745,HOU,31,28,19,9,0.679,986.657,249,585,0.426,34,143,0.238,144,182,0.791,45,182,227,199,124,43,10,30,107,130,676,69,1281.9,12,6,2019-20,"Regular Season"
201567,"Kevin Love",1610612739,CLE,31,27,8,19,0.296,825.435,146,324,0.451,65,169,0.385,95,113,0.841,26,260,286,79,73,16,10,16,36,81,452,-186,918.7,13,0,2019-20,"Regular Season"
201568,"Danilo Gallinari",1610612760,OKC,31,27,13,14,0.481,823.045,150,347,0.432,75,190,0.395,112,124,0.903,14,139,153,59,39,19,4,17,39,107,487,24,789.1,1,0,2019-20,"Regular Season"
201569,"Eric Gordon",1610612745,HOU,31,9,6,3,0.667,264.933,34,110,0.309,21,74,0.284,9,14,0.643,3,14,17,7,12,5,2,10,21,16,98,-38,137.9,0,0,2019-20,"Regular Season"
201571,"D.J. Augustin",1610612753,ORL,32,31,14,17,0.452,795.558,100,256,0.391,35,106,0.33,74,82,0.902,13,61,74,143,40,20,1,17,34,72,309,26,635.3,0,0,2019-20,"Regular Season"
201572,"Brook Lopez",1610612749,MIL,31,31,26,5,0.839,817.768,110,272,0.404,48,150,0.32,53,59,0.898,20,136,156,49,29,20,74,7,70,55,321,274,834.7,3,0,2019-20,"Regular Season"
201577,"Robin Lopez",1610612749,MIL,31,33,28,5,0.848,464.13,71,144,0.493,15,52,0.288,15,27,0.556,31,54,85,22,33,6,22,4,48,24,172,46,358,0,0,2019-20,"Regular Season"
201580,"JaVale McGee",1610612747,LAL,31,31,24,7,0.774,514.223,97,155,0.626,1,1,1,21,34,0.618,61,124,185,19,26,16,46,8,73,41,216,69,626.5,2,0,2019-20,"Regular Season"
201583,"Ryan Anderson",1610612745,HOU,31,2,1,1,0.5,13.9667,2,7,0.286,1,5,0.2,0,0,0,0,7,7,2,1,1,0,0,1,0,5,7,18.4,0,0,2019-20,"Regular Season"
201584,"Courtney Lee",1610612742,DAL,34,8,6,2,0.75,68.9433,13,22,0.591,7,12,0.583,0,0,0,0,3,3,3,2,0,2,0,5,0,33,9,45.1,0,0,2019-20,"Regular Season"
201586,"Serge Ibaka",1610612761,TOR,30,21,13,8,0.619,505.445,112,236,0.475,16,50,0.32,46,57,0.807,43,115,158,27,41,10,21,9,54,36,286,-66,568.1,4,0,2019-20,"Regular Season"
201587,"Nicolas Batum",1610612766,CHA,31,16,6,10,0.375,357.372,20,54,0.37,11,36,0.306,6,6,1,18,47,65,48,19,13,8,2,32,18,57,-32,251,0,0,2019-20,"Regular Season"
201588,"George Hill",1610612749,MIL,33,31,26,5,0.839,667.058,114,205,0.556,50,94,0.532,43,50,0.86,30,69,99,92,28,25,3,15,45,47,321,134,633.8,0,0,2019-20,"Regular Season"
201599,"DeAndre Jordan",1610612751,BKN,31,27,14,13,0.519,570.685,89,139,0.64,0,0,0,43,64,0.672,66,199,265,59,33,12,25,10,54,68,221,-79,705.5,6,0,2019-20,"Regular Season"
201609,"Goran Dragic",1610612748,MIA,33,21,16,5,0.762,600.842,114,250,0.456,48,116,0.414,58,81,0.716,7,61,68,105,53,14,5,10,35,58,334,40,577.1,0,0,2019-20,"Regular Season"
201933,"Blake Griffin",1610612765,DET,30,17,8,9,0.471,483.397,85,234,0.363,24,101,0.238,73,94,0.777,17,65,82,57,40,7,7,18,25,94,267,-7,452.9,2,0,2019-20,"Regular Season"
201935,"James Harden",1610612745,HOU,30,31,21,10,0.677,1166.13,343,759,0.452,159,427,0.372,337,385,0.875,31,148,179,234,147,59,22,36,104,253,1182,177,1843.8,9,0,2019-20,"Regular Season"
201937,"Ricky Rubio",1610612756,PHX,29,25,9,16,0.36,795.088,125,305,0.41,28,93,0.301,67,79,0.848,18,101,119,230,64,31,4,24,62,99,345,73,873.8,11,1,2019-20,"Regular Season"
201939,"Stephen Curry",1610612744,GSW,31,4,1,3,0.25,112.083,27,66,0.409,9,37,0.243,18,18,1,4,16,20,26,15,5,2,4,10,13,81,-32,150,1,0,2019-20,"Regular Season"
201942,"DeMar DeRozan",1610612759,SAS,30,30,12,18,0.4,1011.49,240,471,0.51,5,19,0.263,141,173,0.815,16,144,160,146,77,29,12,26,87,134,626,-162,1083,3,0,2019-20,"Regular Season"
201949,"James Johnson",1610612748,MIA,32,6,3,3,0.5,67.8,8,18,0.444,2,9,0.222,2,4,0.5,2,9,11,4,4,3,2,1,5,4,20,11,50.2,0,0,2019-20,"Regular Season"
201950,"Jrue Holiday",1610612740,NOP,29,30,9,21,0.3,1077.72,236,543,0.435,58,170,0.341,61,88,0.693,42,110,152,196,96,54,21,30,68,84,591,-127,1196.4,5,0,2019-20,"Regular Season"
201952,"Jeff Teague",1610612750,MIN,31,26,9,17,0.346,766.368,115,256,0.449,28,72,0.389,108,125,0.864,13,63,76,169,59,20,11,21,55,84,366,-33,744.7,3,0,2019-20,"Regular Season"
201959,"Taj Gibson",1610612752,NYK,34,29,8,21,0.276,467.647,58,124,0.468,2,10,0.2,9,17,0.529,52,76,128,34,22,18,10,9,62,27,127,-146,393.6,0,0,2019-20,"Regular Season"
201960,"DeMarre Carroll",1610612759,SAS,33,13,5,8,0.385,130.867,9,28,0.321,3,13,0.231,11,18,0.611,7,23,30,10,10,2,2,2,19,10,32,16,85,0,0,2019-20,"Regular Season"
201961,"Wayne Ellington",1610612752,NYK,32,18,3,15,0.167,257.178,26,81,0.321,21,69,0.304,4,6,0.667,1,28,29,16,12,5,2,4,20,11,77,-28,144.8,0,0,2019-20,"Regular Season"
201976,"Patrick Beverley",1610612746,LAC,31,28,21,7,0.75,815.73,83,204,0.407,40,123,0.325,15,26,0.577,35,135,170,95,36,40,18,3,96,52,221,138,705.5,3,0,2019-20,"Regular Season"
201980,"Danny Green",1610612747,LAL,32,31,24,7,0.774,795.267,91,219,0.416,61,161,0.379,19,24,0.792,22,95,117,38,31,36,16,2,71,31,262,155,584.4,0,0,2019-20,"Regular Season"
201988,"Patty Mills",1610612759,SAS,31,30,12,18,0.4,698.937,121,265,0.457,66,158,0.418,40,52,0.769,7,38,45,61,31,27,5,7,45,59,348,67,558.5,0,0,2019-20,"Regular Season"
202066,"Garrett Temple",1610612751,BKN,33,30,16,14,0.533,874.85,114,291,0.392,66,196,0.337,31,41,0.756,18,85,103,74,35,27,14,14,57,46,325,-24,647.6,0,0,2019-20,"Regular Season"
202083,"Wesley Matthews",1610612749,MIL,33,32,27,5,0.844,768.178,85,199,0.427,52,136,0.382,30,36,0.833,7,70,77,44,22,23,5,11,48,38,252,279,472.4,0,0,2019-20,"Regular Season"
202323,"Evan Turner",1610612737,ATL,31,17,3,14,0.176,226.178,24,62,0.387,0,5,0,12,14,0.857,7,28,35,35,24,8,8,4,17,13,60,-69,178.5,0,0,2019-20,"Regular Season"
202324,"Derrick Favors",1610612740,NOP,28,16,5,11,0.313,352.827,60,107,0.561,1,3,0.333,7,15,0.467,52,97,149,37,24,8,15,11,37,22,128,-41,407.3,5,0,2019-20,"Regular Season"
202329,"Al-Farouq Aminu",1610612753,ORL,29,18,7,11,0.389,380.078,25,86,0.291,9,36,0.25,19,29,0.655,24,63,87,21,17,18,8,4,27,29,78,-35,274.9,1,0,2019-20,"Regular Season"
202330,"Gordon Hayward",1610612738,BOS,29,13,10,3,0.769,391.19,89,162,0.549,17,45,0.378,19,24,0.792,8,69,77,59,23,10,5,9,25,30,214,87,416.9,2,0,2019-20,"Regular Season"
202331,"Paul George",1610612746,LAC,29,22,16,6,0.727,680.543,172,393,0.438,80,203,0.394,101,111,0.91,10,117,127,80,77,32,12,16,56,89,525,108,852.4,0,0,2019-20,"Regular Season"
202334,"Ed Davis",1610612762,UTA,30,19,12,7,0.632,219.47,11,28,0.393,0,0,0,4,9,0.444,21,60,81,8,12,9,8,4,46,14,26,-66,174.2,0,0,2019-20,"Regular Season"
202335,"Patrick Patterson",1610612746,LAC,30,30,20,10,0.667,448.058,54,130,0.415,40,99,0.404,17,24,0.708,25,71,96,24,11,5,3,2,23,25,165,69,329.2,0,0,2019-20,"Regular Season"
202339,"Eric Bledsoe",1610612749,MIL,30,26,23,3,0.885,692.578,147,308,0.477,32,93,0.344,65,80,0.813,21,107,128,147,60,22,12,19,60,68,391,228,807.1,0,0,2019-20,"Regular Season"
202340,"Avery Bradley",1610612747,LAL,29,17,11,6,0.647,413.372,57,132,0.432,11,46,0.239,7,10,0.7,11,35,46,23,19,14,1,7,40,7,132,31,247.7,0,0,2019-20,"Regular Season"
202355,"Hassan Whiteside",1610612757,POR,30,29,14,15,0.483,841.713,184,303,0.607,1,2,0.5,74,97,0.763,106,278,384,38,58,13,78,17,86,91,443,-3,1175.8,22,0,2019-20,"Regular Season"
202357,"Nemanja Bjelica",1610612758,SAC,31,31,12,19,0.387,812.773,135,288,0.469,54,134,0.403,26,28,0.929,50,136,186,82,46,27,19,14,90,33,350,-52,788.2,3,0,2019-20,"Regular Season"
202397,"Ish Smith",1610612764,WAS,31,30,9,21,0.3,761.77,123,271,0.454,28,75,0.373,21,32,0.656,15,69,84,127,38,22,12,15,46,32,295,-98,650.3,0,0,2019-20,"Regular Season"
202681,"Kyrie Irving",1610612751,BKN,27,11,4,7,0.364,371.935,112,252,0.444,31,91,0.341,59,63,0.937,10,49,59,79,26,12,6,9,32,51,314,-9,531.3,2,1,2019-20,"Regular Season"
202683,"Enes Kanter",1610612738,BOS,27,22,15,7,0.682,384.528,76,137,0.555,0,2,0,30,45,0.667,67,99,166,24,18,14,14,15,33,38,182,134,483.2,2,0,2019-20,"Regular Season"
202684,"Tristan Thompson",1610612739,CLE,28,30,9,21,0.3,936.402,167,327,0.511,3,7,0.429,48,87,0.552,119,179,298,68,53,25,30,43,69,98,385,-186,956.6,15,0,2019-20,"Regular Season"
202685,"Jonas Valanciunas",1610612763,MEM,27,29,10,19,0.345,727.488,177,302,0.586,16,39,0.41,47,64,0.734,78,204,282,54,60,8,26,20,76,67,417,-56,878.4,16,0,2019-20,"Regular Season"
202687,"Bismack Biyombo",1610612766,CHA,27,32,11,21,0.344,601.025,100,175,0.571,0,0,0,57,97,0.588,75,107,182,30,21,6,25,16,72,78,257,-69,592.4,5,0,2019-20,"Regular Season"
202688,"Brandon Knight",1610612739,CLE,28,10,1,9,0.1,113.533,16,47,0.34,12,35,0.343,3,8,0.375,1,7,8,16,8,4,1,3,9,11,47,-29,87.6,0,0,2019-20,"Regular Season"
