primaryKey,PLAYER_ID,playerName
101106,101106,"Andrew Bogut"
101107,101107,"Marvin Williams"
101108,101108,"Chris Paul"
101109,101109,"Raymond Felton"
101110,101110,"Martell Webster"
101111,101111,"Charlie Villanueva"
101112,101112,"Channing Frye"
101113,101113,"Ike Diogu"
101114,101114,"Deron Williams"
101115,101115,"Andrew Bynum"
101121,101121,"Joey Graham"
101122,101122,"Danny Granger"
101123,101123,"Gerald Green"
101124,101124,"Hakim Warrick"
101126,101126,"Nate Robinson"
101127,101127,"Jarrett Jack"
101128,101128,"Francisco Garcia"
101130,101130,"Johan Petro"
101131,101131,"Jason Maxiell"
101132,101132,"Linas Kleiza"
101133,101133,"Ian Mahinmi"
101135,101135,"David Lee"
101138,101138,"Brandon Bass"
101139,101139,"CJ Miles"
101141,101141,"Ersan Ilyasova"
101142,101142,"Ronny Turiaf"
101144,101144,"Von Wafer"
101145,101145,"Monta Ellis"
101146,101146,"Roko Ukic"
101150,101150,"Lou Williams"
101153,101153,"Mickael Gelabale"
101154,101154,"Andray Blatche"
101155,101155,"Ryan Gomes"
101161,101161,"Amir Johnson"
101162,101162,"Marcin Gortat"
101179,101179,"Ronnie Price"
101181,101181,"Jose Calderon"
101183,101183,"Shavlik Randolph"
101187,101187,"Alan Anderson"
101189,101189,"James Singleton"
101198,101198,"Will Bynum"
101204,101204,"Dwayne Jones"
101215,101215,"Will Conroy"
101235,101235,"Kelenna Azubuike"
101236,101236,"Chuck Hayes"
101249,101249,"John Lucas III"
1112,1112,"Ben Wallace"
1495,1495,"Tim Duncan"
1497,1497,"Chauncey Billups"
1498,1498,"Antonio Daniels"
1499,1499,"Tony Battie"
1503,1503,"Tracy McGrady"
1515,1515,"Anthony Parker"
1536,1536,"Stephen Jackson"
1626143,1626143,"Jahlil Okafor"
1626144,1626144,"Emmanuel Mudiay"
1626145,1626145,"Tyus Jones"
1626146,1626146,"Cliff Alexander"
1626147,1626147,"Justin Anderson"
1626148,1626148,"Anthony Brown"
1626149,1626149,"Montrezl Harrell"
1626150,1626150,"Andrew Harrison"
1626151,1626151,"Aaron Harrison"
1626153,1626153,"Delon Wright"
1626154,1626154,"RJ Hunter"
1626155,1626155,"Sam Dekker"
1626156,1626156,"DAngelo Russell"
1626157,1626157,"Karl-Anthony Towns"
1626158,1626158,"Richaun Holmes"
1626159,1626159,"Justise Winslow"
1626161,1626161,"Willie Cauley-Stein"
1626162,1626162,"Kelly Oubre Jr."
1626163,1626163,"Frank Kaminsky"
1626164,1626164,"Devin Booker"
1626166,1626166,"Cameron Payne"
1626167,1626167,"Myles Turner"
1626168,1626168,"Trey Lyles"
1626169,1626169,"Stanley Johnson"
1626170,1626170,"Jerian Grant"
1626171,1626171,"Bobby Portis"
1626172,1626172,"Kevon Looney"
1626173,1626173,"Rashad Vaughn"
1626174,1626174,"Christian Wood"
1626175,1626175,"Jordan Mickey"
1626176,1626176,"Rakeem Christmas"
1626177,1626177,"Dakari Johnson"
1626178,1626178,"Rondae Hollis-Jefferson"
1626179,1626179,"Terry Rozier"
1626181,1626181,"Norman Powell"
1626183,1626183,"Branden Dawson"
1626184,1626184,"Chasson Randle"
1626185,1626185,"Jarell Martin"
1626187,1626187,"Michael Frazier"
1626188,1626188,"Quinn Cook"
1626191,1626191,"Chris McCullough"
1626192,1626192,"Pat Connaughton"
1626195,1626195,"Willy Hernangomez"
1626196,1626196,"Josh Richardson"
1626199,1626199,"Darrun Hilliard"
1626202,1626202,"Joe Young"
1626203,1626203,"Treveon Graham"
1626204,1626204,"Larry Nance Jr."
1626205,1626205,"Vincent Hunter"
1626209,1626209,"Mario Hezonja"
1626210,1626210,"Alan Williams"
1626214,1626214,"Bryce Dejean-Jones"
1626220,1626220,"Royce ONeale"
1626224,1626224,"Cedi Osman"
1626242,1626242,"Luis Montero"
1626245,1626245,"Cristiano Felicio"
1626246,1626246,"Boban Marjanovic"
1626251,1626251,"Duje Dukan"
1626253,1626253,"Axel Toupane"
1626254,1626254,"Maurice Ndour"
1626257,1626257,"Salah Mejri"
1626259,1626259,"Malcolm Miller"
1626262,1626262,"Coty Clarke"
1626266,1626266,"JJ OBrien"
1626273,1626273,"Marcelo Huertas"
1626296,1626296,"Jordan Sibert"
1626643,1626643,"Jacob Pullen"
1626780,1626780,"Jonathan Gibson"
1627098,1627098,"Malcolm Delaney"
1627215,1627215,"Walter Lemon Jr."
1627293,1627293,"Alex Stepheson"
1627362,1627362,"Briante Weber"
1627395,1627395,"Julian Washburn"
1627732,1627732,"Ben Simmons"
1627733,1627733,"Dragan Bender"
1627734,1627734,"Domantas Sabonis"
1627735,1627735,"Wade Baldwin IV"
1627736,1627736,"Malik Beasley"
1627737,1627737,"Marquese Chriss"
1627738,1627738,"Deyonta Davis"
1627739,1627739,"Kris Dunn"
1627740,1627740,"Henry Ellenson"
1627741,1627741,"Buddy Hield"
1627742,1627742,"Brandon Ingram"
1627743,1627743,"Demetrius Jackson"
1627744,1627744,"Brice Johnson"
1627745,1627745,"Damian Jones"
1627746,1627746,"Skal Labissiere"
1627747,1627747,"Caris LeVert"
1627748,1627748,"Thon Maker"
1627749,1627749,"Dejounte Murray"
1627750,1627750,"Jamal Murray"
1627751,1627751,"Jakob Poeltl"
1627752,1627752,"Taurean Prince"
1627753,1627753,"Zhou Qi"
1627754,1627754,"Diamond Stone"
1627755,1627755,"Tyler Ulis"
1627756,1627756,"Denzel Valentine"
1627757,1627757,"Stephen Zimmerman"
1627758,1627758,"Ron Baker"
1627759,1627759,"Jaylen Brown"
1627761,1627761,"DeAndre Bembry"
1627762,1627762,"Joel Bolomboy"
1627763,1627763,"Malcolm Brogdon"
1627767,1627767,"Cheick Diallo"
1627770,1627770,"Kay Felder"
1627771,1627771,"Michael Gbinije"
1627772,1627772,"Daniel Hamilton"
1627773,1627773,"AJ Hammons"
1627774,1627774,"Jake Layman"
1627775,1627775,"Patrick McCaw"
1627777,1627777,"Georges Niang"
1627778,1627778,"Chinanu Onuaku"
1627779,1627779,"Marcus Paige"
1627780,1627780,"Gary Payton II"
1627781,1627781,"Malachi Richardson"
1627782,1627782,"Wayne Selden"
1627783,1627783,"Pascal Siakam"
1627784,1627784,"Jarrod Uthoff"
1627785,1627785,"Isaiah Whitehead"
1627786,1627786,"Troy Williams"
1627787,1627787,"Kyle Wiltjer"
1627788,1627788,"Furkan Korkmaz"
1627789,1627789,"Timothe Luwawu-Cabarrot"
1627790,1627790,"Ante Zizic"
1627791,1627791,"Ben Bentil"
1627812,1627812,"Yogi Ferrell"
1627814,1627814,"Damion Lee"
1627815,1627815,"Sheldon Mac"
1627816,1627816,"Alex Poythress"
1627817,1627817,"Tim Quarterman"
1627819,1627819,"Isaiah Taylor"
1627820,1627820,"Tyrone Wallace"
1627821,1627821,"James Webb III"
1627823,1627823,"Juancho Hernangomez"
1627824,1627824,"Guerschon Yabusele"
1627826,1627826,"Ivica Zubac"
1627827,1627827,"Dorian Finney-Smith"
1627832,1627832,"Fred VanVleet"
1627834,1627834,"Georgios Papagiannis"
1627835,1627835,"Paul Zipser"
1627846,1627846,"Abdel Nader"
1627848,1627848,"Shawn Long"
1627849,1627849,"Daniel Ochefu"
1627850,1627850,"Marshall Plumlee"
1627851,1627851,"Mindaugas Kuzminskas"
1627852,1627852,"Nicolas Brussino"
1627853,1627853,"Ryan Arcidiacono"
1627854,1627854,"Bryn Forbes"
1627855,1627855,"Okaro White"
1627856,1627856,"Matt Costello"
1627858,1627858,"Kyle Collinsworth"
1627861,1627861,"Mike Tobey"
1627863,1627863,"Danuel House Jr."
1627866,1627866,"Jameel Warney"
1627868,1627868,"Patricio Garino"
1627875,1627875,"Marcus Georges-Hunt"
1627879,1627879,"Nicolas Laprovittola"
1627883,1627883,"Jalen Jones"
1627884,1627884,"Derrick Jones Jr."
1627885,1627885,"Shaquille Harrison"
1627936,1627936,"Alex Caruso"
1627982,1627982,"Josh Gray"
1627988,1627988,"Myke Henry"
1628021,1628021,"David Nwaba"
1628035,1628035,"Alfonzo McKinnie"
1628070,1628070,"Jordan Loyd"
1628249,1628249,"Mitchell Creek"
1628365,1628365,"Markelle Fultz"
1628366,1628366,"Lonzo Ball"
1628367,1628367,"Josh Jackson"
1628368,1628368,"DeAaron Fox"
1628369,1628369,"Jayson Tatum"
1628370,1628370,"Malik Monk"
1628371,1628371,"Jonathan Isaac"
1628372,1628372,"Dennis Smith Jr."
1628373,1628373,"Frank Ntilikina"
1628374,1628374,"Lauri Markkanen"
1628378,1628378,"Donovan Mitchell"
1628379,1628379,"Luke Kennard"
1628380,1628380,"Zach Collins"
1628381,1628381,"John Collins"
1628382,1628382,"Justin Jackson"
1628383,1628383,"Justin Patton"
1628384,1628384,"OG Anunoby"
1628385,1628385,"Harry Giles III"
1628386,1628386,"Jarrett Allen"
1628387,1628387,"Ike Anigbogu"
1628388,1628388,"TJ Leaf"
1628389,1628389,"Bam Adebayo"
1628390,1628390,"Terrance Ferguson"
1628391,1628391,"D.J. Wilson"
1628392,1628392,"Isaiah Hartenstein"
1628393,1628393,"Jawun Evans"
1628394,1628394,"Anzejs Pasecniks"
1628395,1628395,"Jordan Bell"
1628396,1628396,"Tony Bradley"
1628397,1628397,"Ivan Rabb"
1628398,1628398,"Kyle Kuzma"
1628399,1628399,"Tyler Lydon"
1628400,1628400,"Semi Ojeleye"
1628401,1628401,"Derrick White"
1628402,1628402,"Frank Jackson"
1628403,1628403,"Caleb Swanigan"
1628404,1628404,"Josh Hart"
1628405,1628405,"Johnathan Motley"
1628407,1628407,"Dwayne Bacon"
1628408,1628408,"PJ Dozier"
1628409,1628409,"Alec Peters"
1628410,1628410,"Edmond Sumner"
1628411,1628411,"Wes Iwundu"
1628412,1628412,"Frank Mason"
1628413,1628413,"Jonah Bolden"
1628414,1628414,"Sindarius Thornwell"
1628415,1628415,"Dillon Brooks"
1628416,1628416,"Tyler Dorsey"
1628417,1628417,"Jaron Blossomgame"
1628418,1628418,"Thomas Bryant"
1628420,1628420,"Monte Morris"
1628421,1628421,"Devin Robinson"
1628422,1628422,"Damyean Dotson"
1628424,1628424,"Kobi Simmons"
1628425,1628425,"Sterling Brown"
1628427,1628427,"Vlatko Cancar"
1628429,1628429,"Charles Cooke"
1628430,1628430,"Nigel Williams-Goss"
1628432,1628432,"Davon Reed"
1628436,1628436,"Luke Kornet"
1628439,1628439,"Isaiah Hicks"
1628443,1628443,"Kadeem Allen"
1628444,1628444,"Jabari Bird"
1628449,1628449,"Chris Boucher"
1628451,1628451,"Jacob Wiley"
1628454,1628454,"Mike Young"
1628455,1628455,"Mike James"
1628462,1628462,"Milos Teodosic"
1628463,1628463,"Tyler Cavanaugh"
1628464,1628464,"Daniel Theis"
1628467,1628467,"Maxi Kleber"
1628469,1628469,"Antonio Blakeney"
1628470,1628470,"Torrey Craig"
1628473,1628473,"Yakuba Ouattara"
1628475,1628475,"Matt Williams Jr."
1628476,1628476,"Derrick Walton Jr."
1628492,1628492,"Gian Clavell"
1628493,1628493,"Mangok Mathiang"
1628495,1628495,"Milton Doyle"
1628499,1628499,"Antonius Cleveland"
1628500,1628500,"Ben Moore"
1628502,1628502,"Nigel Hayes"
1628503,1628503,"Jamel Artis"
1628504,1628504,"Xavier Rathan-Mayes"
1628505,1628505,"Troy Caupain"
1628506,1628506,"London Perrantes"
1628510,1628510,"Andrew White III"
1628513,1628513,"Naz Mitrou-Long"
1628515,1628515,"Isaiah Briscoe"
1628518,1628518,"Amile Jefferson"
1628537,1628537,"Jaylen Morris"
1628571,1628571,"Erik McCree"
1628605,1628605,"Dusty Hannahs"
1628610,1628610,"Cody Demps"
1628656,1628656,"Billy Garrett"
1628681,1628681,"Rodney Purvis"
1628769,1628769,"Tahjere McCall"
1628935,1628935,"Aaron Jackson"
1628959,1628959,"Rawle Alkins"
1628960,1628960,"Grayson Allen"
1628961,1628961,"Kostas Antetokounmpo"
1628963,1628963,"Marvin Bagley III"
1628964,1628964,"Mo Bamba"
1628966,1628966,"Keita Bates-Diop"
1628968,1628968,"Brian Bowen II"
1628969,1628969,"Mikal Bridges"
1628970,1628970,"Miles Bridges"
1628971,1628971,"Bruce Brown"
1628972,1628972,"Troy Brown Jr."
1628973,1628973,"Jalen Brunson"
1628975,1628975,"Jevon Carter"
1628976,1628976,"Wendell Carter Jr."
1628977,1628977,"Hamidou Diallo"
1628978,1628978,"Donte DiVincenzo"
1628979,1628979,"Trevon Duval"
1628980,1628980,"Jacob Evans"
1628981,1628981,"Bruno Fernando"
1628982,1628982,"Melvin Frazier Jr."
1628983,1628983,"Shai Gilgeous-Alexander"
1628984,1628984,"Devonte Graham"
1628985,1628985,"Devon Hall"
1628987,1628987,"Kevin Hervey"
1628988,1628988,"Aaron Holiday"
1628989,1628989,"Kevin Huerter"
1628990,1628990,"Chandler Hutchison"
1628991,1628991,"Jaren Jackson Jr."
1628993,1628993,"Alize Johnson"
1628994,1628994,"George King"
1628995,1628995,"Kevin Knox II"
1628997,1628997,"Caleb Martin"
1628998,1628998,"Cody Martin"
1628999,1628999,"Yante Maten"
1629001,1629001,"DeAnthony Melton"
1629002,1629002,"Chimezie Metu"
1629003,1629003,"Shake Milton"
1629004,1629004,"Svi Mykhailiuk"
1629006,1629006,"Josh Okogie"
1629008,1629008,"Michael Porter Jr."
1629010,1629010,"Jerome Robinson"
1629011,1629011,"Mitchell Robinson"
1629012,1629012,"Collin Sexton"
1629013,1629013,"Landry Shamet"
1629014,1629014,"Anfernee Simons"
1629015,1629015,"Zhaire Smith"
1629016,1629016,"Omari Spellman"
1629017,1629017,"Khyri Thomas"
1629018,1629018,"Gary Trent Jr."
1629019,1629019,"Allonzo Trier"
1629020,1629020,"Jarred Vanderbilt"
1629021,1629021,"Moritz Wagner"
1629022,1629022,"Lonnie Walker IV"
1629023,1629023,"P.J. Washington"
1629026,1629026,"Kenrich Williams"
1629027,1629027,"Trae Young"
1629028,1629028,"Deandre Ayton"
1629029,1629029,"Luka Doncic"
1629033,1629033,"Theo Pinson"
1629034,1629034,"Ray Spalding"
1629035,1629035,"Carsen Edwards"
1629037,1629037,"Keenan Evans"
1629044,1629044,"Shamorie Ponds"
1629045,1629045,"Bonzie Colson"
1629048,1629048,"Goga Bitadze"
1629052,1629052,"Oshae Brissett"
1629053,1629053,"Vincent Edwards"
1629055,1629055,"Donte Grantham"
1629056,1629056,"Terence Davis"
1629057,1629057,"Robert Williams III"
1629058,1629058,"Dzanan Musa"
1629059,1629059,"Elie Okobo"
1629060,1629060,"Rui Hachimura"
1629061,1629061,"Deng Adel"
1629065,1629065,"Ky Bowman"
1629066,1629066,"Rodions Kurucs"
1629067,1629067,"Isaac Bonga"
1629076,1629076,"Tyler Cook"
1629093,1629093,"Tyler Davis"
1629094,1629094,"Marcus Derrickson"
1629102,1629102,"Brandon Sampson"
1629103,1629103,"Kelan Martin"
1629109,1629109,"Gary Clark"
1629116,1629116,"Angel Delgado"
1629117,1629117,"Wenyen Gabriel"
1629118,1629118,"Thomas Welsh"
1629121,1629121,"Jaylen Adams"
1629122,1629122,"J.P. Macura"
1629123,1629123,"Jared Terrell"
1629126,1629126,"Deonte Burton"
1629129,1629129,"Trevon Bluiett"
1629130,1629130,"Duncan Robinson"
1629133,1629133,"Daryl Macon"
1629134,1629134,"Kendrick Nunn"
1629139,1629139,"Yuta Watanabe"
1629140,1629140,"Johnathan Williams"
1629147,1629147,"Joe Chealey"
1629150,1629150,"Emanuel Terry"
1629151,1629151,"Ryan Broekhoff"
1629152,1629152,"DeVaughn Akoon-Purcell"
1629155,1629155,"Zach Lofton"
1629162,1629162,"Jordan McLaughlin"
1629164,1629164,"Brandon Goodwin"
1629168,1629168,"BJ Johnson"
1629185,1629185,"Chris Chiozza"
1629203,1629203,"Jemerrio Jones"
1629234,1629234,"Drew Eubanks"
1629244,1629244,"Cameron Reynolds"
1629312,1629312,"Haywood Highsmith"
1629346,1629346,"Alen Smailagic"
1629353,1629353,"Isaac Humphries"
1629541,1629541,"Dairis Bertans"
1629597,1629597,"Zylan Cheatham"
1629598,1629598,"Chris Clemons"
1629599,1629599,"Amir Coffey"
1629605,1629605,"Tacko Fall"
1629607,1629607,"Jared Harper"
1629608,1629608,"Dewan Hernandez"
1629610,1629610,"DaQuan Jeffries"
1629611,1629611,"Terance Mann"
1629620,1629620,"Justin Robinson"
1629621,1629621,"Marial Shayok"
1629622,1629622,"Max Strus"
1629625,1629625,"Justin Wright-Foreman"
1629628,1629628,"RJ Barrett"
1629629,1629629,"Cam Reddish"
1629630,1629630,"Ja Morant"
1629631,1629631,"DeAndre Hunter"
1629632,1629632,"Coby White"
1629633,1629633,"Jarrett Culver"
1629634,1629634,"Brandon Clarke"
1629635,1629635,"Sekou Doumbouya"
1629636,1629636,"Darius Garland"
1629637,1629637,"Jaxson Hayes"
1629638,1629638,"Nickeil Alexander-Walker"
1629639,1629639,"Tyler Herro"
1629640,1629640,"Keldon Johnson"
1629641,1629641,"Romeo Langford"
1629642,1629642,"Nassir Little"
1629644,1629644,"KZ Okpala"
1629645,1629645,"Kevin Porter Jr."
1629647,1629647,"Darius Bazley"
1629648,1629648,"Jordan Bone"
1629649,1629649,"Ignas Brazdeikis"
1629650,1629650,"Moses Brown"
1629651,1629651,"Nicolas Claxton"
1629652,1629652,"Luguentz Dort"
1629655,1629655,"Daniel Gafford"
1629657,1629657,"Kyle Guy"
1629658,1629658,"Jaylen Hoard"
1629659,1629659,"Talen Horton-Tucker"
1629660,1629660,"Ty Jerome"
1629661,1629661,"Cameron Johnson"
1629662,1629662,"Mfiondu Kabengele"
1629663,1629663,"Louis King"
1629665,1629665,"Jalen Lecque"
1629667,1629667,"Jalen McDaniels"
1629668,1629668,"Zach Norvell Jr."
1629669,1629669,"Jaylen Nowell"
1629671,1629671,"Miye Oni"
1629672,1629672,"Eric Paschall"
1629673,1629673,"Jordan Poole"
1629675,1629675,"Naz Reid"
1629676,1629676,"Isaiah Roby"
1629678,1629678,"Admiral Schofield"
1629680,1629680,"Matisse Thybulle"
1629682,1629682,"Tremont Waters"
1629684,1629684,"Grant Williams"
1629690,1629690,"Adam Mokoka"
1629713,1629713,"Justin James"
1629714,1629714,"Jarrell Brantley"
1629718,1629718,"Charles Brown Jr."
1629719,1629719,"Devontae Cacok"
1629723,1629723,"John Konchar"
1629726,1629726,"Garrison Mathews"
1629729,1629729,"Josh Reaves"
1629730,1629730,"Rayjon Tucker"
1629731,1629731,"Dean Wade"
1629735,1629735,"Chris Silva"
1629738,1629738,"Vincent Poirier"
1629740,1629740,"Nicolo Melli"
1629741,1629741,"Marko Guduric"
1629742,1629742,"Stanton Kidd"
1629744,1629744,"Matt Thomas"
1629750,1629750,"Javonte Green"
1629752,1629752,"Juwan Morgan"
1630,1630,"Mikki Moore"
1710,1710,"Mike Bibby"
1712,1712,"Antawn Jamison"
1713,1713,"Vince Carter"
1716,1716,"Larry Hughes"
1717,1717,"Dirk Nowitzki"
1718,1718,"Paul Pierce"
1730,1730,"Brian Skinner"
1733,1733,"Al Harrington"
1737,1737,"Nazr Mohammed"
1740,1740,"Rashard Lewis"
1802,1802,"Brad Miller"
1853,1853,"Anthony Carter"
1863,1863,"Earl Boykins"
1882,1882,"Elton Brand"
1884,1884,"Baron Davis"
1885,1885,"Lamar Odom"
1888,1888,"Richard Hamilton"
1889,1889,"Andre Miller"
1890,1890,"Shawn Marion"
1891,1891,"Jason Terry"
1894,1894,"Corey Maggette"
1897,1897,"Metta World Peace"
1902,1902,"Jeff Foster"
1905,1905,"Andrei Kirilenko"
1922,1922,"Francisco Elson"
1938,1938,"Manu Ginobili"
1952,1952,"Raja Bell"
200081,200081,"Jamario Moon"
200745,200745,"Andrea Bargnani"
200746,200746,"LaMarcus Aldridge"
200748,200748,"Tyrus Thomas"
200749,200749,"Shelden Williams"
200750,200750,"Brandon Roy"
200751,200751,"Randy Foye"
200752,200752,"Rudy Gay"
200753,200753,"Patrick OBryant"
200755,200755,"JJ Redick"
200756,200756,"Hilton Armstrong"
200757,200757,"Thabo Sefolosha"
200758,200758,"Ronnie Brewer"
200761,200761,"Shawne Williams"
200764,200764,"Renaldo Balkman"
200765,200765,"Rajon Rondo"
200768,200768,"Kyle Lowry"
200769,200769,"Shannon Brown"
200770,200770,"Jordan Farmar"
200771,200771,"Sergio Rodriguez"
200777,200777,"Joel Freeland"
200778,200778,"James White"
200779,200779,"Steve Novak"
200780,200780,"Solomon Jones"
200782,200782,"P.J. Tucker"
200783,200783,"Craig Smith"
200789,200789,"Daniel Gibson"
200794,200794,"Paul Millsap"
200796,200796,"Leon Powe"
200797,200797,"Ryan Hollins"
200809,200809,"Chris Quinn"
200811,200811,"Lou Amundson"
200826,200826,"J.J. Barea"
200839,200839,"Mike Harris"
201041,201041,"Walker Russell"
201141,201141,"Greg Oden"
201142,201142,"Kevin Durant"
201143,201143,"Al Horford"
201144,201144,"Mike Conley"
201145,201145,"Jeff Green"
201146,201146,"Yi Jianlian"
201147,201147,"Corey Brewer"
201148,201148,"Brandan Wright"
201149,201149,"Joakim Noah"
201150,201150,"Spencer Hawes"
201152,201152,"Thaddeus Young"
201155,201155,"Rodney Stuckey"
201156,201156,"Nick Young"
201157,201157,"Sean Williams"
201158,201158,"Marco Belinelli"
201160,201160,"Jason Smith"
201161,201161,"Daequan Cook"
201162,201162,"Jared Dudley"
201163,201163,"Wilson Chandler"
201164,201164,"Rudy Fernandez"
201165,201165,"Morris Almond"
201166,201166,"Aaron Brooks"
201167,201167,"Arron Afflalo"
201168,201168,"Tiago Splitter"
201171,201171,"Carl Landry"
201175,201175,"Glen Davis"
201177,201177,"Josh McRoberts"
201178,201178,"Kyrylo Fesenko"
201182,201182,"Derrick Byars"
201187,201187,"Dominic McGuire"
201188,201188,"Marc Gasol"
201189,201189,"Aaron Gray"
201196,201196,"Ramon Sessions"
201202,201202,"Joel Anthony"
201203,201203,"Mustafa Shakur"
