,PLAYER_ID,PLAYER_NAME,Stable SPR,Positionally Adj Stable SPR,Raw
0,1713,Vince Carter,-1.7,-0.18,0.0
1,2199,Tyson Chandler,-1.1,0.31,0.0
2,2544,LeBron James,4.5,5.82,0.0
3,2546,Carmelo Anthony,-1.5,-0.07,0.0
4,2594,Kyle Korver,0.1,0.81,0.0
5,2617,Udonis Haslem,-2.1,-0.51,0.0
6,2730,Dwight Howard,-1.3,-0.01,0.0
7,2772,Trevor Ariza,-1.1,0.52,0.0
8,101107,Marvin Williams,-1.5,0.34,0.0
9,101108,Chris Paul,3.8,5.12,0.0
10,101133,Ian Mahinmi,-0.4,1.21,0.0
11,101139,CJ Miles,-1.1,0.51,0.0
12,101141,Ersan Ilyasova,0.1,0.86,0.0
13,101150,Lou Williams,-1.3,-0.59,0.0
14,200746,LaMarcus Aldridge,2.1,3.61,0.0
15,200752,Rudy Gay,-1.5,0.03,0.0
16,200755,JJ Redick,0.9,2.44,0.0
17,200757,Thabo Sefolosha,-1.1,0.27,0.0
18,200765,Rajon Rondo,-0.7,0.61,0.0
19,200768,Kyle Lowry,2.4,3.57,0.0
20,200782,P.J. Tucker,-0.1,1.29,0.0
21,200794,Paul Millsap,1.4,2.96,0.0
22,200826,J.J. Barea,-0.8,0.27,0.0
23,201143,Al Horford,1.9,3.52,0.0
24,201144,Mike Conley,-0.4,0.62,0.0
25,201145,Jeff Green,-1.5,-0.41,0.0
26,201152,Thaddeus Young,-1.3,0.45,0.0
27,201158,Marco Belinelli,-2.3,-0.81,0.0
28,201162,Jared Dudley,-0.8,0.44,0.0
29,201163,Wilson Chandler,-1.8,-0.56,0.0
30,201188,Marc Gasol,1.0,2.15,0.0
31,201229,Anthony Tolliver,-1.4,0.07,0.0
32,201565,Derrick Rose,-2.3,-1.03,0.0
33,201566,Russell Westbrook,-0.2,1.21,0.0
34,201567,Kevin Love,1.4,2.44,0.0
35,201568,Danilo Gallinari,2.1,3.45,0.0
36,201569,Eric Gordon,-2.0,-0.56,0.0
37,201571,D.J. Augustin,-1.1,0.37,0.0
38,201572,Brook Lopez,1.7,2.42,0.0
39,201577,Robin Lopez,-1.0,-0.3,0.0
40,201580,JaVale McGee,2.2,3.43,0.0
41,201583,Ryan Anderson,-1.3,0.13,0.0
42,201584,Courtney Lee,-1.0,0.11,0.0
43,201586,Serge Ibaka,-1.5,-0.34,0.0
44,201587,Nicolas Batum,-0.8,1.02,0.0
45,201588,George Hill,0.4,1.16,0.0
46,201599,DeAndre Jordan,-0.3,0.91,0.0
47,201609,Goran Dragic,-1.4,0.18,0.0
48,201933,Blake Griffin,-1.1,0.12,0.0
49,201935,James Harden,6.8,8.2,0.0
50,201937,Ricky Rubio,1.7,3.15,0.0
51,201939,Stephen Curry,0.1,1.85,0.0
52,201942,DeMar DeRozan,1.5,3.04,0.0
53,201949,James Johnson,-1.7,-0.08,0.0
54,201950,Jrue Holiday,0.6,2.09,0.0
55,201952,Jeff Teague,-0.5,0.94,0.0
56,201959,Taj Gibson,-0.4,0.9,0.0
57,201960,DeMarre Carroll,-1.7,-0.23,0.0
58,201961,Wayne Ellington,-1.3,0.08,0.0
59,201976,Patrick Beverley,1.5,2.19,0.0
60,201980,Danny Green,0.2,1.45,0.0
61,201988,Patty Mills,-0.9,0.57,0.0
62,202066,Garrett Temple,-0.6,0.56,0.0
63,202083,Wesley Matthews,0.3,0.97,0.0
64,202323,Evan Turner,-2.7,-1.17,0.0
65,202324,Derrick Favors,0.5,2.02,0.0
66,202329,Al-Farouq Aminu,-1.3,0.2,0.0
67,202330,Gordon Hayward,2.3,3.69,0.0
68,202331,Paul George,2.9,3.6,0.0
69,202334,Ed Davis,-1.4,-0.36,0.0
70,202335,Patrick Patterson,0.5,1.21,0.0
71,202339,Eric Bledsoe,2.5,3.24,0.0
72,202340,Avery Bradley,-2.2,-0.91,0.0
73,202355,Hassan Whiteside,1.8,3.21,0.0
74,202357,Nemanja Bjelica,1.4,3.04,0.0
75,202397,Ish Smith,-1.5,0.15,0.0
76,202681,Kyrie Irving,3.2,4.42,0.0
77,202683,Enes Kanter,-0.4,1.0,0.0
78,202684,Tristan Thompson,0.3,1.33,0.0
79,202685,Jonas Valanciunas,1.4,2.68,0.0
80,202687,Bismack Biyombo,-0.3,1.52,0.0
81,202688,Brandon Knight,-0.5,0.54,0.0
82,202689,Kemba Walker,3.2,4.57,0.0
83,202692,Alec Burks,-0.5,1.23,0.0
84,202693,Markieff Morris,-0.7,0.57,0.0
85,202694,Marcus Morris Sr.,0.9,2.26,0.0
86,202695,Kawhi Leonard,3.9,4.62,0.0
87,202696,Nikola Vucevic,2.9,4.41,0.0
88,202697,Iman Shumpert,-1.4,-0.2,0.0
89,202699,Tobias Harris,0.9,2.56,0.0
90,202704,Reggie Jackson,-1.0,0.23,0.0
91,202709,Cory Joseph,-1.6,0.01,0.0
92,202710,Jimmy Butler,4.6,6.25,0.0
93,202711,Bojan Bogdanovic,0.2,1.24,0.0
94,202718,Chandler Parsons,-1.1,0.48,0.0
95,202722,Davis Bertans,0.2,1.89,0.0
96,202734,E'Twaun Moore,-1.3,0.16,0.0
97,202738,Isaiah Thomas,-1.2,0.49,0.0
98,202954,Brad Wanamaker,-1.7,-0.32,0.0
99,203076,Anthony Davis,5.2,6.44,0.0
100,203077,Michael Kidd-Gilchrist,-2.6,-0.79,0.0
101,203078,Bradley Beal,1.4,3.02,0.0
102,203081,Damian Lillard,3.4,4.82,0.0
103,203082,Terrence Ross,-1.7,-0.19,0.0
104,203083,Andre Drummond,1.7,2.95,0.0
105,203084,Harrison Barnes,0.0,1.6,0.0
106,203085,Austin Rivers,-1.6,-0.18,0.0
107,203086,Meyers Leonard,-0.5,1.13,0.0
108,203087,Jeremy Lamb,1.3,2.52,0.0
109,203089,John Henson,-0.6,0.45,0.0
110,203090,Maurice Harkless,0.4,1.1,0.0
111,203095,Evan Fournier,1.4,2.93,0.0
112,203107,Tomas Satoransky,1.0,2.66,0.0
113,203109,Jae Crowder,-0.2,1.07,0.0
114,203110,Draymond Green,1.0,2.7,0.0
115,203114,Khris Middleton,2.4,3.16,0.0
116,203115,Will Barton,0.4,1.92,0.0
117,203118,Mike Scott,-1.6,0.05,0.0
118,203124,Kyle O'Quinn,-0.8,0.84,0.0
119,203145,Kent Bazemore,-1.8,-0.34,0.0
120,203200,Justin Holiday,-0.8,0.42,0.0
121,203210,JaMychal Green,-0.4,0.35,0.0
122,203382,Aron Baynes,1.0,2.44,0.0
123,203457,Nerlens Noel,0.0,1.31,0.0
124,203458,Alex Len,-0.7,0.83,0.0
125,203459,Allen Crabbe,-1.6,-0.07,0.0
126,203463,Ben McLemore,-0.6,0.84,0.0
127,203468,CJ McCollum,0.3,1.76,0.0
128,203469,Cody Zeller,-0.2,1.63,0.0
129,203471,Dennis Schroder,-2.5,-1.11,0.0
130,203473,Dewayne Dedmon,-2.2,-0.6,0.0
131,203476,Gorgui Dieng,0.3,1.77,0.0
132,203482,Kelly Olynyk,-0.8,0.79,0.0
133,203484,Kentavious Caldwell-Pope,-0.4,0.9,0.0
134,203486,Mason Plumlee,-0.6,0.93,0.0
135,203487,Michael Carter-Williams,-0.9,0.58,0.0
136,203488,Mike Muscala,-0.9,0.49,0.0
137,203490,Otto Porter Jr.,0.1,1.8,0.0
138,203496,Robert Covington,0.5,1.97,0.0
139,203497,Rudy Gobert,2.0,3.07,0.0
140,203500,Steven Adams,2.5,3.89,0.0
141,203501,Tim Hardaway Jr.,0.1,1.2,0.0
142,203503,Tony Snell,0.0,1.25,0.0
143,203504,Trey Burke,-1.7,-0.02,0.0
144,203507,Giannis Antetokounmpo,7.6,8.3,0.0
145,203516,James Ennis III,-1.1,0.55,0.0
146,203521,Matthew Dellavedova,-1.0,0.03,0.0
147,203524,Solomon Hill,-0.5,0.75,0.0
148,203526,Raul Neto,-1.9,-0.28,0.0
149,203552,Seth Curry,-0.3,0.81,0.0
150,203584,Troy Daniels,-1.4,-0.1,0.0
151,203585,Rodney McGruder,-1.0,-0.25,0.0
152,203648,Thanasis Antetokounmpo,-1.0,-0.26,0.0
153,203658,Norvel Pelle,-2.3,-0.61,0.0
154,203705,Josh Magette,-2.4,-0.94,0.0
155,203894,Shabazz Napier,-0.6,0.83,0.0
156,203895,Jordan McRae,-1.5,0.12,0.0
157,203897,Zach LaVine,0.1,1.83,0.0
158,203901,Elfrid Payton,-0.2,1.14,0.0
159,203903,Jordan Clarkson,-0.7,0.4,0.0
160,203914,Gary Harris,-0.3,1.26,0.0
161,203915,Spencer Dinwiddie,0.2,1.44,0.0
162,203918,Rodney Hood,0.1,1.54,0.0
163,203920,Khem Birch,-1.0,0.52,0.0
164,203922,0.0,0.0,0.0,0.0
165,203924,Jerami Grant,-2.0,-0.51,0.0
166,203925,Joe Harris,0.6,1.82,0.0
167,203926,Doug McDermott,-1.4,-0.16,0.0
168,203932,Aaron Gordon,-0.4,1.1,0.0
169,203933,T.J. Warren,0.6,1.88,0.0
170,203935,Marcus Smart,0.5,1.93,0.0
171,203937,Kyle Anderson,-1.0,0.29,0.0
172,203939,Dwight Powell,1.5,2.52,0.0
173,203943,Noah Vonleh,-1.1,0.36,0.0
174,203944,Julius Randle,-0.1,1.26,0.0
175,203952,Andrew Wiggins,0.3,1.74,0.0
176,203953,Jabari Parker,0.0,1.5,0.0
177,203954,Joel Embiid,3.3,4.95,0.0
178,203957,Dante Exum,-1.8,-0.75,0.0
179,203960,JaKarr Sampson,-1.3,-0.07,0.0
180,203967,Dario Saric,0.1,1.54,0.0
181,203991,Clint Capela,1.0,2.37,0.0
182,203992,Bogdan Bogdanovic,-1.0,0.6,0.0
183,203998,Bruno Caboclo,-1.0,0.25,0.0
184,203999,Nikola Jokic,4.1,5.67,0.0
185,204001,Kristaps Porzingis,0.4,1.47,0.0
186,204020,Tyler Johnson,-1.8,-0.37,0.0
187,204025,Tim Frazier,-0.8,0.45,0.0
188,204038,Langston Galloway,-0.6,0.6,0.0
189,204060,Joe Ingles,0.3,1.37,0.0
190,204456,T.J. McConnell,-2.0,-0.71,0.0
191,1626143,Jahlil Okafor,-1.1,0.43,0.0
192,1626144,Emmanuel Mudiay,-2.2,-1.14,0.0
193,1626145,Tyus Jones,-1.4,-0.09,0.0
194,1626149,Montrezl Harrell,-1.1,-0.41,0.0
195,1626153,Delon Wright,0.4,1.51,0.0
196,1626156,D'Angelo Russell,0.9,2.67,0.0
197,1626157,Karl-Anthony Towns,5.5,6.93,0.0
198,1626158,Richaun Holmes,2.1,3.73,0.0
199,1626159,Justise Winslow,-2.1,-0.49,0.0
200,1626161,Willie Cauley-Stein,1.3,3.02,0.0
201,1626162,Kelly Oubre Jr.,0.9,2.41,0.0
202,1626163,Frank Kaminsky,-0.4,1.03,0.0
203,1626164,Devin Booker,1.0,2.48,0.0
204,1626167,Myles Turner,0.7,2.0,0.0
205,1626168,Trey Lyles,-0.5,0.99,0.0
206,1626169,Stanley Johnson,-1.8,-0.63,0.0
207,1626171,Bobby Portis,-1.4,-0.09,0.0
208,1626172,Kevon Looney,-2.3,-0.52,0.0
209,1626174,Christian Wood,-1.4,-0.2,0.0
210,1626178,Rondae Hollis-Jefferson,-0.8,0.35,0.0
211,1626179,Terry Rozier,-0.7,1.15,0.0
212,1626181,Norman Powell,0.1,1.24,0.0
213,1626188,Quinn Cook,-2.4,-1.07,0.0
214,1626192,Pat Connaughton,-0.7,-0.01,0.0
215,1626195,Willy Hernangomez,-1.9,-0.09,0.0
216,1626196,Josh Richardson,-0.4,1.22,0.0
217,1626203,Treveon Graham,-2.2,-0.72,0.0
218,1626204,Larry Nance Jr.,-0.2,0.88,0.0
219,1626209,Mario Hezonja,-2.2,-0.78,0.0
220,1626220,Royce O'Neale,0.6,1.66,0.0
221,1626224,Cedi Osman,-0.1,0.94,0.0
222,1626246,Boban Marjanovic,-2.1,-1.08,0.0
223,1626259,Malcolm Miller,-0.9,0.18,0.0
224,1627732,Ben Simmons,2.4,4.05,0.0
225,1627733,Dragan Bender,-0.8,-0.12,0.0
226,1627734,Domantas Sabonis,1.8,3.1,0.0
227,1627736,Malik Beasley,-1.8,-0.29,0.0
228,1627737,Marquese Chriss,-1.1,0.66,0.0
229,1627739,Kris Dunn,-0.3,1.38,0.0
230,1627740,Henry Ellenson,-1.3,-0.14,0.0
231,1627741,Buddy Hield,-0.6,1.02,0.0
232,1627742,Brandon Ingram,2.5,3.97,0.0
233,1627745,Damian Jones,0.2,1.78,0.0
234,1627746,Skal Labissiere,-1.3,0.19,0.0
235,1627747,Caris LeVert,-2.2,-0.96,0.0
236,1627748,Thon Maker,-1.0,0.21,0.0
237,1627749,Dejounte Murray,0.8,2.28,0.0
238,1627750,Jamal Murray,0.7,2.2,0.0
239,1627751,Jakob Poeltl,0.0,1.47,0.0
240,1627752,Taurean Prince,-1.5,-0.33,0.0
241,1627756,Denzel Valentine,-0.9,0.85,0.0
242,1627759,Jaylen Brown,2.0,3.4,0.0
243,1627761,DeAndre' Bembry,-1.4,0.1,0.0
244,1627763,Malcolm Brogdon,1.8,3.08,0.0
245,1627767,Cheick Diallo,-2.3,-0.81,0.0
246,1627774,Jake Layman,-1.9,-0.48,0.0
247,1627775,Patrick McCaw,-1.0,0.11,0.0
248,1627777,Georges Niang,-1.1,-0.03,0.0
249,1627780,Gary Payton II,0.3,1.99,0.0
250,1627783,Pascal Siakam,1.5,2.68,0.0
251,1627788,Furkan Korkmaz,-1.6,0.05,0.0
252,1627789,Timothe Luwawu-Cabarrot,-1.6,-0.41,0.0
253,1627790,0.0,0.0,0.0,0.0
254,1627812,Yogi Ferrell,-2.3,-0.65,0.0
255,1627814,Damion Lee,-1.1,0.67,0.0
256,1627820,Tyrone Wallace,-2.3,-0.76,0.0
257,1627823,Juancho Hernangomez,-1.6,-0.09,0.0
258,1627826,Ivica Zubac,2.3,2.97,0.0
259,1627827,Dorian Finney-Smith,0.4,1.46,0.0
260,1627832,Fred VanVleet,1.9,3.01,0.0
261,1627846,Abdel Nader,-1.7,-0.34,0.0
262,1627853,Ryan Arcidiacono,-1.6,0.13,0.0
263,1627854,Bryn Forbes,-0.8,0.71,0.0
264,1627863,Danuel House Jr.,0.2,1.56,0.0
265,1627884,Derrick Jones Jr.,-1.6,0.03,0.0
266,1627885,Shaquille Harrison,-1.1,0.57,0.0
267,1627936,Alex Caruso,-1.4,-0.1,0.0
268,1627982,Josh Gray,-2.3,-0.86,0.0
269,1628021,David Nwaba,-1.3,-0.13,0.0
270,1628035,Alfonzo McKinnie,-1.5,-0.44,0.0
271,1628365,Markelle Fultz,-0.8,0.7,0.0
272,1628366,Lonzo Ball,-0.8,0.66,0.0
273,1628368,De'Aaron Fox,1.1,2.7,0.0
274,1628369,Jayson Tatum,1.0,2.4,0.0
275,1628370,Malik Monk,-2.4,-0.55,0.0
276,1628371,Jonathan Isaac,1.5,2.97,0.0
277,1628372,Dennis Smith Jr.,-2.0,-0.64,0.0
278,1628373,Frank Ntilikina,-0.5,0.83,0.0
279,1628374,Lauri Markkanen,0.0,1.71,0.0
280,1628378,Donovan Mitchell,1.4,2.47,0.0
281,1628379,Luke Kennard,0.8,2.08,0.0
282,1628380,Zach Collins,-1.3,0.11,0.0
283,1628381,John Collins,1.0,2.5,0.0
284,1628382,Justin Jackson,-1.5,-0.42,0.0
285,1628383,Justin Patton,-1.8,-0.49,0.0
286,1628384,OG Anunoby,0.2,1.32,0.0
287,1628385,Harry Giles III,-2.7,-1.1,0.0
288,1628386,Jarrett Allen,2.3,3.54,0.0
289,1628388,TJ Leaf,-1.6,-0.33,0.0
290,1628389,Bam Adebayo,2.6,4.19,0.0
291,1628390,Terrance Ferguson,-2.1,-0.77,0.0
292,1628391,D.J. Wilson,-1.1,-0.34,0.0
293,1628392,Isaiah Hartenstein,-1.3,0.11,0.0
294,1628394,Anzejs Pasecniks,-2.2,-0.54,0.0
295,1628395,Jordan Bell,-1.6,-0.19,0.0
296,1628396,Tony Bradley,-1.5,-0.43,0.0
297,1628398,Kyle Kuzma,-2.1,-0.8,0.0
298,1628400,Semi Ojeleye,-1.7,-0.27,0.0
299,1628401,Derrick White,-1.0,0.5,0.0
300,1628402,Frank Jackson,-2.4,-0.95,0.0
301,1628403,Caleb Swanigan,-2.2,-0.61,0.0
302,1628404,Josh Hart,-0.8,0.7,0.0
303,1628405,Johnathan Motley,-0.6,0.15,0.0
304,1628407,Dwayne Bacon,-3.0,-1.17,0.0
305,1628410,Edmond Sumner,-1.2,0.07,0.0
306,1628411,Wes Iwundu,-2.0,-0.49,0.0
307,1628412,Frank Mason,-0.8,-0.13,0.0
308,1628413,Jonah Bolden,-2.0,-0.36,0.0
309,1628415,Dillon Brooks,-0.7,0.55,0.0
310,1628418,Thomas Bryant,1.6,3.22,0.0
311,1628420,Monte Morris,-2.2,-0.62,0.0
312,1628422,Damyean Dotson,-1.4,-0.1,0.0
313,1628425,Sterling Brown,-0.7,-0.03,0.0
314,1628427,Vlatko Cancar,-1.8,-0.3,0.0
315,1628430,Nigel Williams-Goss,-1.6,-0.51,0.0
316,1628436,Luke Kornet,-1.7,-0.01,0.0
317,1628443,Kadeem Allen,-1.3,0.0,0.0
318,1628449,Chris Boucher,-0.2,0.95,0.0
319,1628464,Daniel Theis,1.2,2.62,0.0
320,1628467,Maxi Kleber,-0.3,0.8,0.0
321,1628470,Torrey Craig,-1.5,0.02,0.0
322,1628476,Derrick Walton Jr.,-1.0,-0.23,0.0
323,1628513,Naz Mitrou-Long,-1.2,0.04,0.0
324,1628518,Amile Jefferson,-1.7,-0.24,0.0
325,1628960,Grayson Allen,-1.6,-0.35,0.0
326,1628961,Kostas Antetokounmpo,-1.7,-0.43,0.0
327,1628963,Marvin Bagley III,-2.6,-1.01,0.0
328,1628964,Mo Bamba,-1.5,0.03,0.0
329,1628966,Keita Bates-Diop,-1.7,-0.24,0.0
330,1628968,Brian Bowen II,-2.0,-0.77,0.0
331,1628969,Mikal Bridges,-1.0,0.52,0.0
332,1628970,Miles Bridges,-1.7,0.16,0.0
333,1628971,Bruce Brown,-0.1,1.19,0.0
334,1628972,Troy Brown Jr.,-0.9,0.78,0.0
335,1628973,Jalen Brunson,-0.7,0.36,0.0
336,1628975,Jevon Carter,-0.9,0.6,0.0
337,1628976,Wendell Carter Jr.,0.0,1.76,0.0
338,1628977,Hamidou Diallo,-2.0,-0.68,0.0
339,1628978,Donte DiVincenzo,1.2,1.89,0.0
340,1628980,Jacob Evans,-3.4,-1.64,0.0
341,1628981,Bruno Fernando,-1.4,0.17,0.0
342,1628982,Melvin Frazier Jr.,-2.0,-0.46,0.0
343,1628983,Shai Gilgeous-Alexander,0.6,1.91,0.0
344,1628984,Devonte' Graham,0.5,2.31,0.0
345,1628985,Devon Hall,-1.9,-0.57,0.0
346,1628987,Kevin Hervey,-1.6,-0.21,0.0
347,1628988,Aaron Holiday,-0.4,0.84,0.0
348,1628989,Kevin Huerter,-0.6,0.9,0.0
349,1628990,Chandler Hutchison,-1.7,-0.02,0.0
350,1628991,Jaren Jackson Jr.,1.6,2.85,0.0
351,1628993,Alize Johnson,-1.9,-0.64,0.0
352,1628995,Kevin Knox II,-1.4,-0.03,0.0
353,1628997,Caleb Martin,-2.3,-0.45,0.0
354,1628998,Cody Martin,-1.4,0.39,0.0
355,1629001,De'Anthony Melton,-0.4,0.9,0.0
356,1629002,Chimezie Metu,-2.1,-0.65,0.0
357,1629003,Shake Milton,-2.1,-0.5,0.0
358,1629004,Svi Mykhailiuk,-0.5,0.73,0.0
359,1629006,Josh Okogie,-1.4,0.01,0.0
360,1629008,Michael Porter Jr.,-1.6,-0.03,0.0
361,1629010,Jerome Robinson,-1.6,-0.83,0.0
362,1629011,Mitchell Robinson,0.3,1.63,0.0
363,1629012,Collin Sexton,-1.2,-0.1,0.0
364,1629013,Landry Shamet,-0.2,0.53,0.0
365,1629014,Anfernee Simons,-2.4,-0.97,0.0
366,1629016,Omari Spellman,-1.3,0.46,0.0
367,1629017,Khyri Thomas,-1.8,-0.53,0.0
368,1629018,0.0,0.0,0.0,0.0
369,1629019,Allonzo Trier,-1.3,0.03,0.0
370,1629020,Jarred Vanderbilt,-2.1,-0.53,0.0
371,1629021,Moritz Wagner,-0.8,0.86,0.0
372,1629022,Lonnie Walker IV,-2.6,-1.1,0.0
373,1629023,P.J. Washington,0.2,2.06,0.0
374,1629026,Kenrich Williams,-0.7,0.74,0.0
375,1629027,Trae Young,1.7,3.21,0.0
376,1629028,Deandre Ayton,-1.7,-0.27,0.0
377,1629029,Luka Doncic,6.5,7.55,0.0
378,1629033,Theo Pinson,-1.6,-0.39,0.0
379,1629035,Carsen Edwards,-1.4,0.01,0.0
380,1629044,Shamorie Ponds,-1.5,-0.4,0.0
381,1629048,Goga Bitadze,-1.6,-0.33,0.0
382,1629052,Oshae Brissett,-1.5,-0.41,0.0
383,1629056,Terence Davis,-0.3,0.8,0.0
384,1629057,Robert Williams III,-0.7,0.73,0.0
385,1629058,Dzanan Musa,-1.6,-0.36,0.0
386,1629059,Elie Okobo,-1.3,0.2,0.0
387,1629060,Rui Hachimura,-0.7,0.99,0.0
388,1629065,Ky Bowman,-1.8,-0.1,0.0
389,1629066,Rodions Kurucs,-1.4,-0.23,0.0
390,1629067,Isaac Bonga,-0.8,0.84,0.0
391,1629076,Tyler Cook,-1.6,-0.48,0.0
392,1629103,Kelan Martin,-2.4,-0.9,0.0
393,1629109,Gary Clark,-0.5,0.87,0.0
394,1629117,Wenyen Gabriel,-1.5,0.14,0.0
395,1629126,Deonte Burton,-2.3,-0.92,0.0
396,1629130,Duncan Robinson,1.5,3.15,0.0
397,1629133,Daryl Macon,-2.1,-0.48,0.0
398,1629134,Kendrick Nunn,-0.9,0.75,0.0
399,1629139,Yuta Watanabe,-2.0,-0.7,0.0
400,1629140,Johnathan Williams,-1.4,0.24,0.0
401,1629151,Ryan Broekhoff,-0.4,0.62,0.0
402,1629162,Jordan McLaughlin,-1.6,-0.17,0.0
403,1629164,Brandon Goodwin,-1.6,-0.08,0.0
404,1629168,BJ Johnson,-1.9,-0.39,0.0
405,1629185,Chris Chiozza,-1.5,0.19,0.0
406,1629234,Drew Eubanks,-2.2,-0.74,0.0
407,1629346,Alen Smailagic,-1.9,-0.21,0.0
408,1629597,Zylan Cheatham,-2.1,-0.64,0.0
409,1629598,Chris Clemons,-0.2,1.2,0.0
410,1629605,Tacko Fall,-2.5,-1.12,0.0
411,1629607,Jared Harper,-1.9,-0.46,0.0
412,1629608,Dewan Hernandez,-1.6,-0.44,0.0
413,1629610,DaQuan Jeffries,-2.1,-0.49,0.0
414,1629611,Terance Mann,-1.1,-0.38,0.0
415,1629620,Justin Robinson,-2.2,-0.53,0.0
416,1629622,Max Strus,-2.2,-0.45,0.0
417,1629628,RJ Barrett,-2.2,-0.82,0.0
418,1629629,Cam Reddish,-2.9,-1.35,0.0
419,1629630,Ja Morant,0.3,1.58,0.0
420,1629631,De'Andre Hunter,-2.2,-0.7,0.0
421,1629632,Coby White,-2.2,-0.49,0.0
422,1629633,Jarrett Culver,-1.9,-0.48,0.0
423,1629634,Brandon Clarke,-1.4,-0.14,0.0
424,1629635,Sekou Doumbouya,-2.1,-0.82,0.0
425,1629636,Darius Garland,-3.1,-2.04,0.0
426,1629637,Jaxson Hayes,-0.5,1.03,0.0
427,1629638,Nickeil Alexander-Walker,-1.7,-0.21,0.0
428,1629639,Tyler Herro,-2.3,-0.72,0.0
429,1629640,Keldon Johnson,-2.0,-0.5,0.0
430,1629641,Romeo Langford,-1.7,-0.32,0.0
431,1629642,Nassir Little,-1.9,-0.41,0.0
432,1629644,KZ Okpala,-2.1,-0.46,0.0
433,1629645,Kevin Porter Jr.,-1.7,-0.57,0.0
434,1629647,Darius Bazley,-2.5,-1.1,0.0
435,1629648,Jordan Bone,-2.2,-0.95,0.0
436,1629649,Ignas Brazdeikis,-2.0,-0.63,0.0
437,1629650,Moses Brown,-2.4,-0.97,0.0
438,1629651,Nicolas Claxton,-1.5,-0.26,0.0
439,1629652,Luguentz Dort,-2.2,-0.81,0.0
440,1629655,Daniel Gafford,-2.2,-0.49,0.0
441,1629658,Jaylen Hoard,-1.8,-0.32,0.0
442,1629659,Talen Horton-Tucker,-1.6,-0.28,0.0
443,1629660,Ty Jerome,-1.4,0.05,0.0
444,1629661,Cameron Johnson,-0.4,1.03,0.0
445,1629662,Mfiondu Kabengele,-0.4,0.28,0.0
446,1629663,Louis King,-1.4,-0.16,0.0
447,1629667,Jalen McDaniels,-2.4,-0.57,0.0
448,1629668,Zach Norvell Jr.,-2.0,-0.71,0.0
449,1629669,Jaylen Nowell,-1.9,-0.48,0.0
450,1629671,Miye Oni,-1.7,-0.66,0.0
451,1629672,Eric Paschall,-1.5,0.21,0.0
452,1629673,Jordan Poole,-3.2,-1.42,0.0
453,1629675,Naz Reid,-0.8,0.68,0.0
454,1629678,Admiral Schofield,-1.6,0.04,0.0
455,1629680,Matisse Thybulle,-0.6,1.06,0.0
456,1629682,Tremont Waters,-1.6,-0.22,0.0
457,1629684,Grant Williams,-1.7,-0.35,0.0
458,1629690,Adam Mokoka,-2.1,-0.42,0.0
459,1629713,Justin James,-2.4,-0.73,0.0
460,1629714,Jarrell Brantley,-1.5,-0.4,0.0
461,1629718,Charles Brown Jr.,-1.9,-0.38,0.0
462,1629723,John Konchar,-1.9,-0.62,0.0
463,1629726,Garrison Mathews,-1.0,0.61,0.0
464,1629731,Dean Wade,-1.4,-0.33,0.0
465,1629735,Chris Silva,-0.8,0.79,0.0
466,1629738,Vincent Poirier,-1.6,-0.18,0.0
467,1629740,0.0,0.0,0.0,0.0
468,1629741,Marko Guduric,-1.7,-0.37,0.0
469,1629742,Stanton Kidd,-1.7,-0.6,0.0
470,1629744,Matt Thomas,-0.9,0.25,0.0
471,1629750,Javonte Green,-2.2,-0.84,0.0
472,1629752,Juwan Morgan,-1.4,-0.36,0.0
